Datum;Kontobezeichnung;Nummer;Beschreibung;Bemerkung;Buchungstext;Kategorie;Kontoart;Aktion;Abgleichen;Nach m. Währung;Von m. Währung;Nach numerisch;Von numerisch;Nach Kurs;Von Kurs
;;;;;;Lebensmittel;S;;N;25,60 €;;25,60;;1,00;
;;;;;;Girokonto;S;;N;;-25,60 €;;-25,60;;1,00
28.04.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;8,04 €;;8,04;;;
;;;;;;Lebensmittel;S;;N;8,04 €;;8,04;;1,00;
;;;;;;Girokonto;S;;N;;-8,04 €;;-8,04;;1,00
02.05.2017;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;20,59 €;;20,59;;;
;;;;;;Lebensmittel;S;;N;20,59 €;;20,59;;1,00;
;;;;;;Girokonto;S;;N;;-20,59 €;;-20,59;;1,00
02.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;18,85 €;;18,85;;;
;;;;;;Lebensmittel;S;;N;18,85 €;;18,85;;1,00;
;;;;;;Girokonto;S;;N;;-18,85 €;;-18,85;;1,00
05.05.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;33,22 €;;33,22;;;
;;;;;;Lebensmittel;S;;N;33,22 €;;33,22;;1,00;
;;;;;;Girokonto;S;;N;;-33,22 €;;-33,22;;1,00
08.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;15,42 €;;15,42;;;
;;;;;;Lebensmittel;S;;N;15,42 €;;15,42;;1,00;
;;;;;;Girokonto;S;;N;;-15,42 €;;-15,42;;1,00
08.05.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;17,67 €;;17,67;;;
;;;;;;Lebensmittel;S;;N;17,67 €;;17,67;;1,00;
;;;;;;Girokonto;S;;N;;-17,67 €;;-17,67;;1,00
15.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;16,71 €;;16,71;;;
;;;;;;Lebensmittel;S;;N;16,71 €;;16,71;;1,00;
;;;;;;Girokonto;S;;N;;-16,71 €;;-16,71;;1,00
15.05.2017;Lebensmittel;;Alnatura;;;Girokonto;T;;N;47,38 €;;47,38;;;
;;;;;;Lebensmittel;S;;N;47,38 €;;47,38;;1,00;
;;;;;;Girokonto;S;;N;;-47,38 €;;-47,38;;1,00
15.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;6,28 €;;6,28;;;
;;;;;;Lebensmittel;S;;N;6,28 €;;6,28;;1,00;
;;;;;;Girokonto;S;;N;;-6,28 €;;-6,28;;1,00
17.05.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;45,30 €;;45,30;;;
;;;;;;Lebensmittel;S;;N;45,30 €;;45,30;;1,00;
;;;;;;Girokonto;S;;N;;-45,30 €;;-45,30;;1,00
19.05.2017;Lebensmittel;;Oliven;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
19.05.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
22.05.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;12,55 €;;12,55;;;
;;;;;;Lebensmittel;S;;N;12,55 €;;12,55;;1,00;
;;;;;;Girokonto;S;;N;;-12,55 €;;-12,55;;1,00
23.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;5,81 €;;5,81;;;
;;;;;;Lebensmittel;S;;N;5,81 €;;5,81;;1,00;
;;;;;;Girokonto;S;;N;;-5,81 €;;-5,81;;1,00
23.05.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;24,55 €;;24,55;;;
;;;;;;Lebensmittel;S;;N;24,55 €;;24,55;;1,00;
;;;;;;Girokonto;S;;N;;-24,55 €;;-24,55;;1,00
23.05.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;24,63 €;;24,63;;;
;;;;;;Lebensmittel;S;;N;24,63 €;;24,63;;1,00;
;;;;;;Girokonto;S;;N;;-24,63 €;;-24,63;;1,00
26.05.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;20,77 €;;20,77;;;
;;;;;;Lebensmittel;S;;N;20,77 €;;20,77;;1,00;
;;;;;;Girokonto;S;;N;;-20,77 €;;-20,77;;1,00
01.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;26,68 €;;26,68;;;
;;;;;;Lebensmittel;S;;N;26,68 €;;26,68;;1,00;
;;;;;;Girokonto;S;;N;;-26,68 €;;-26,68;;1,00
06.06.2017;Lebensmittel;;Alnatura;;;Girokonto;T;;N;24,01 €;;24,01;;;
;;;;;;Lebensmittel;S;;N;24,01 €;;24,01;;1,00;
;;;;;;Girokonto;S;;N;;-24,01 €;;-24,01;;1,00
06.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;12,23 €;;12,23;;;
;;;;;;Lebensmittel;S;;N;12,23 €;;12,23;;1,00;
;;;;;;Girokonto;S;;N;;-12,23 €;;-12,23;;1,00
09.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;11,07 €;;11,07;;;
;;;;;;Lebensmittel;S;;N;11,07 €;;11,07;;1,00;
;;;;;;Girokonto;S;;N;;-11,07 €;;-11,07;;1,00
13.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;16,73 €;;16,73;;;
;;;;;;Lebensmittel;S;;N;16,73 €;;16,73;;1,00;
;;;;;;Girokonto;S;;N;;-16,73 €;;-16,73;;1,00
15.06.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;17,79 €;;17,79;;;
;;;;;;Lebensmittel;S;;N;17,79 €;;17,79;;1,00;
;;;;;;Girokonto;S;;N;;-17,79 €;;-17,79;;1,00
16.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;11,23 €;;11,23;;;
;;;;;;Lebensmittel;S;;N;11,23 €;;11,23;;1,00;
;;;;;;Girokonto;S;;N;;-11,23 €;;-11,23;;1,00
19.06.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
19.06.2017;Lebensmittel;;Oliven;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
19.06.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
20.06.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;26,39 €;;26,39;;;
;;;;;;Lebensmittel;S;;N;26,39 €;;26,39;;1,00;
;;;;;;Girokonto;S;;N;;-26,39 €;;-26,39;;1,00
22.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;16,26 €;;16,26;;;
;;;;;;Lebensmittel;S;;N;16,26 €;;16,26;;1,00;
;;;;;;Girokonto;S;;N;;-16,26 €;;-16,26;;1,00
26.06.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;25,98 €;;25,98;;;
;;;;;;Lebensmittel;S;;N;25,98 €;;25,98;;1,00;
;;;;;;Girokonto;S;;N;;-25,98 €;;-25,98;;1,00
28.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;13,76 €;;13,76;;;
;;;;;;Lebensmittel;S;;N;13,76 €;;13,76;;1,00;
;;;;;;Girokonto;S;;N;;-13,76 €;;-13,76;;1,00
30.06.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;13,90 €;;13,90;;;
;;;;;;Lebensmittel;S;;N;13,90 €;;13,90;;1,00;
;;;;;;Girokonto;S;;N;;-13,90 €;;-13,90;;1,00
04.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;19,91 €;;19,91;;;
;;;;;;Lebensmittel;S;;N;19,91 €;;19,91;;1,00;
;;;;;;Girokonto;S;;N;;-19,91 €;;-19,91;;1,00
04.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;23,36 €;;23,36;;;
;;;;;;Lebensmittel;S;;N;23,36 €;;23,36;;1,00;
;;;;;;Girokonto;S;;N;;-23,36 €;;-23,36;;1,00
06.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;17,25 €;;17,25;;;
;;;;;;Lebensmittel;S;;N;17,25 €;;17,25;;1,00;
;;;;;;Girokonto;S;;N;;-17,25 €;;-17,25;;1,00
11.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;18,41 €;;18,41;;;
;;;;;;Lebensmittel;S;;N;18,41 €;;18,41;;1,00;
;;;;;;Girokonto;S;;N;;-18,41 €;;-18,41;;1,00
11.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;10,57 €;;10,57;;;
;;;;;;Lebensmittel;S;;N;10,57 €;;10,57;;1,00;
;;;;;;Girokonto;S;;N;;-10,57 €;;-10,57;;1,00
15.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;15,96 €;;15,96;;;
;;;;;;Lebensmittel;S;;N;15,96 €;;15,96;;1,00;
;;;;;;Girokonto;S;;N;;-15,96 €;;-15,96;;1,00
18.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;9,89 €;;9,89;;;
;;;;;;Lebensmittel;S;;N;9,89 €;;9,89;;1,00;
;;;;;;Girokonto;S;;N;;-9,89 €;;-9,89;;1,00
18.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;19,20 €;;19,20;;;
;;;;;;Lebensmittel;S;;N;19,20 €;;19,20;;1,00;
;;;;;;Girokonto;S;;N;;-19,20 €;;-19,20;;1,00
19.07.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;20,65 €;;20,65;;;
;;;;;;Lebensmittel;S;;N;20,65 €;;20,65;;1,00;
;;;;;;Girokonto;S;;N;;-20,65 €;;-20,65;;1,00
20.07.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
20.07.2017;Lebensmittel;;Oliven;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
20.07.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
25.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;18,41 €;;18,41;;;
;;;;;;Lebensmittel;S;;N;18,41 €;;18,41;;1,00;
;;;;;;Girokonto;S;;N;;-18,41 €;;-18,41;;1,00
25.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;9,91 €;;9,91;;;
;;;;;;Lebensmittel;S;;N;9,91 €;;9,91;;1,00;
;;;;;;Girokonto;S;;N;;-9,91 €;;-9,91;;1,00
31.07.2017;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;27,87 €;;27,87;;;
;;;;;;Lebensmittel;S;;N;27,87 €;;27,87;;1,00;
;;;;;;Girokonto;S;;N;;-27,87 €;;-27,87;;1,00
31.07.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;22,27 €;;22,27;;;
;;;;;;Lebensmittel;S;;N;22,27 €;;22,27;;1,00;
;;;;;;Girokonto;S;;N;;-22,27 €;;-22,27;;1,00
01.08.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;14,33 €;;14,33;;;
;;;;;;Lebensmittel;S;;N;14,33 €;;14,33;;1,00;
;;;;;;Girokonto;S;;N;;-14,33 €;;-14,33;;1,00
07.08.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;42,66 €;;42,66;;;
;;;;;;Lebensmittel;S;;N;42,66 €;;42,66;;1,00;
;;;;;;Girokonto;S;;N;;-42,66 €;;-42,66;;1,00
07.08.2017;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;21,71 €;;21,71;;;
;;;;;;Lebensmittel;S;;N;21,71 €;;21,71;;1,00;
;;;;;;Girokonto;S;;N;;-21,71 €;;-21,71;;1,00
07.08.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;16,07 €;;16,07;;;
;;;;;;Lebensmittel;S;;N;16,07 €;;16,07;;1,00;
;;;;;;Girokonto;S;;N;;-16,07 €;;-16,07;;1,00
13.08.2017;Lebensmittel;;Lebensmittel;;;Bargeld;T;;N;50,00 €;;50,00;;;
;;;;;;Lebensmittel;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Bargeld;S;;N;;-50,00 €;;-50,00;;1,00
18.08.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;37,73 €;;37,73;;;
;;;;;;Lebensmittel;S;;N;37,73 €;;37,73;;1,00;
;;;;;;Girokonto;S;;N;;-37,73 €;;-37,73;;1,00
18.08.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;18,32 €;;18,32;;;
;;;;;;Lebensmittel;S;;N;18,32 €;;18,32;;1,00;
;;;;;;Girokonto;S;;N;;-18,32 €;;-18,32;;1,00
24.08.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;17,48 €;;17,48;;;
;;;;;;Lebensmittel;S;;N;17,48 €;;17,48;;1,00;
;;;;;;Girokonto;S;;N;;-17,48 €;;-17,48;;1,00
24.08.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
28.08.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;14,89 €;;14,89;;;
;;;;;;Lebensmittel;S;;N;14,89 €;;14,89;;1,00;
;;;;;;Girokonto;S;;N;;-14,89 €;;-14,89;;1,00
29.08.2017;Lebensmittel;;Edeka;;;Girokonto;T;;N;22,89 €;;22,89;;;
;;;;;;Lebensmittel;S;;N;22,89 €;;22,89;;1,00;
;;;;;;Girokonto;S;;N;;-22,89 €;;-22,89;;1,00
29.08.2017;Lebensmittel;;Real;;;Girokonto;T;;N;87,70 €;;87,70;;;
;;;;;;Lebensmittel;S;;N;87,70 €;;87,70;;1,00;
;;;;;;Girokonto;S;;N;;-87,70 €;;-87,70;;1,00
04.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,50 €;;2,50;;;
;;;;;;Lebensmittel;S;;N;2,50 €;;2,50;;1,00;
;;;;;;Bargeld;S;;N;;-2,50 €;;-2,50;;1,00
06.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;12,76 €;;12,76;;;
;;;;;;Lebensmittel;S;;N;12,76 €;;12,76;;1,00;
;;;;;;Girokonto;S;;N;;-12,76 €;;-12,76;;1,00
06.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
06.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;4,00 €;;4,00;;;
;;;;;;Lebensmittel;S;;N;4,00 €;;4,00;;1,00;
;;;;;;Bargeld;S;;N;;-4,00 €;;-4,00;;1,00
07.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;0,80 €;;0,80;;;
;;;;;;Lebensmittel;S;;N;0,80 €;;0,80;;1,00;
;;;;;;Bargeld;S;;N;;-0,80 €;;-0,80;;1,00
08.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;6,96 €;;6,96;;;
;;;;;;Lebensmittel;S;;N;6,96 €;;6,96;;1,00;
;;;;;;Girokonto;S;;N;;-6,96 €;;-6,96;;1,00
10.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;4,50 €;;4,50;;;
;;;;;;Lebensmittel;S;;N;4,50 €;;4,50;;1,00;
;;;;;;Bargeld;S;;N;;-4,50 €;;-4,50;;1,00
11.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
11.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
12.09.2017;Lebensmittel;;Le Corte Ingles;;;Girokonto;T;;N;40,52 €;;40,52;;;
;;;;;;Lebensmittel;S;;N;40,52 €;;40,52;;1,00;
;;;;;;Girokonto;S;;N;;-40,52 €;;-40,52;;1,00
12.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;11,92 €;;11,92;;;
;;;;;;Lebensmittel;S;;N;11,92 €;;11,92;;1,00;
;;;;;;Girokonto;S;;N;;-11,92 €;;-11,92;;1,00
15.09.2017;Lebensmittel;;Mercadona;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
15.09.2017;Lebensmittel;;Le Corte Ingles;;;Girokonto;T;;N;27,49 €;;27,49;;;
;;;;;;Lebensmittel;S;;N;27,49 €;;27,49;;1,00;
;;;;;;Girokonto;S;;N;;-27,49 €;;-27,49;;1,00
15.09.2017;Lebensmittel;;Mercadona;;;Girokonto;T;;N;4,69 €;;4,69;;;
;;;;;;Lebensmittel;S;;N;4,69 €;;4,69;;1,00;
;;;;;;Girokonto;S;;N;;-4,69 €;;-4,69;;1,00
19.09.2017;Lebensmittel;;Mercadona;;;Girokonto;T;;N;10,83 €;;10,83;;;
;;;;;;Lebensmittel;S;;N;10,83 €;;10,83;;1,00;
;;;;;;Girokonto;S;;N;;-10,83 €;;-10,83;;1,00
20.09.2017;Lebensmittel;;Le Corte Ingles;;;Girokonto;T;;N;23,65 €;;23,65;;;
;;;;;;Lebensmittel;S;;N;23,65 €;;23,65;;1,00;
;;;;;;Girokonto;S;;N;;-23,65 €;;-23,65;;1,00
21.09.2017;Lebensmittel;;Le Corte Ingles;;;Girokonto;T;;N;8,21 €;;8,21;;;
;;;;;;Lebensmittel;S;;N;8,21 €;;8,21;;1,00;
;;;;;;Girokonto;S;;N;;-8,21 €;;-8,21;;1,00
25.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
25.09.2017;Lebensmittel;;Le Corte Ingles;;;Girokonto;T;;N;13,99 €;;13,99;;;
;;;;;;Lebensmittel;S;;N;13,99 €;;13,99;;1,00;
;;;;;;Girokonto;S;;N;;-13,99 €;;-13,99;;1,00
26.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
26.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;21,77 €;;21,77;;;
;;;;;;Lebensmittel;S;;N;21,77 €;;21,77;;1,00;
;;;;;;Girokonto;S;;N;;-21,77 €;;-21,77;;1,00
27.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
27.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;14,74 €;;14,74;;;
;;;;;;Lebensmittel;S;;N;14,74 €;;14,74;;1,00;
;;;;;;Girokonto;S;;N;;-14,74 €;;-14,74;;1,00
27.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;13,47 €;;13,47;;;
;;;;;;Lebensmittel;S;;N;13,47 €;;13,47;;1,00;
;;;;;;Girokonto;S;;N;;-13,47 €;;-13,47;;1,00
28.09.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
28.09.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;10,75 €;;10,75;;;
;;;;;;Lebensmittel;S;;N;10,75 €;;10,75;;1,00;
;;;;;;Girokonto;S;;N;;-10,75 €;;-10,75;;1,00
02.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;6,57 €;;6,57;;;
;;;;;;Lebensmittel;S;;N;6,57 €;;6,57;;1,00;
;;;;;;Girokonto;S;;N;;-6,57 €;;-6,57;;1,00
04.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;17,11 €;;17,11;;;
;;;;;;Lebensmittel;S;;N;17,11 €;;17,11;;1,00;
;;;;;;Girokonto;S;;N;;-17,11 €;;-17,11;;1,00
04.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;18,28 €;;18,28;;;
;;;;;;Lebensmittel;S;;N;18,28 €;;18,28;;1,00;
;;;;;;Girokonto;S;;N;;-18,28 €;;-18,28;;1,00
04.10.2017;Lebensmittel;;Oliven;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
05.10.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;20,52 €;;20,52;;;
;;;;;;Lebensmittel;S;;N;20,52 €;;20,52;;1,00;
;;;;;;Girokonto;S;;N;;-20,52 €;;-20,52;;1,00
09.10.2017;Lebensmittel;;Oliven;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
10.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;16,58 €;;16,58;;;
;;;;;;Lebensmittel;S;;N;16,58 €;;16,58;;1,00;
;;;;;;Girokonto;S;;N;;-16,58 €;;-16,58;;1,00
13.10.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
16.10.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Girokonto;S;;N;;-20,00 €;;-20,00;;1,00
16.10.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
17.10.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
18.10.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,00 €;;1,00;;;
;;;;;;Lebensmittel;S;;N;1,00 €;;1,00;;1,00;
;;;;;;Bargeld;S;;N;;-1,00 €;;-1,00;;1,00
19.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;14,17 €;;14,17;;;
;;;;;;Lebensmittel;S;;N;14,17 €;;14,17;;1,00;
;;;;;;Girokonto;S;;N;;-14,17 €;;-14,17;;1,00
23.10.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;18,26 €;;18,26;;;
;;;;;;Lebensmittel;S;;N;18,26 €;;18,26;;1,00;
;;;;;;Girokonto;S;;N;;-18,26 €;;-18,26;;1,00
24.10.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;26,88 €;;26,88;;;
;;;;;;Lebensmittel;S;;N;26,88 €;;26,88;;1,00;
;;;;;;Girokonto;S;;N;;-26,88 €;;-26,88;;1,00
24.10.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;14,75 €;;14,75;;;
;;;;;;Lebensmittel;S;;N;14,75 €;;14,75;;1,00;
;;;;;;Girokonto;S;;N;;-14,75 €;;-14,75;;1,00
30.10.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
30.10.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;16,68 €;;16,68;;;
;;;;;;Lebensmittel;S;;N;16,68 €;;16,68;;1,00;
;;;;;;Girokonto;S;;N;;-16,68 €;;-16,68;;1,00
01.11.2017;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
01.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;21,45 €;;21,45;;;
;;;;;;Lebensmittel;S;;N;21,45 €;;21,45;;1,00;
;;;;;;Girokonto;S;;N;;-21,45 €;;-21,45;;1,00
01.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;9,35 €;;9,35;;;
;;;;;;Lebensmittel;S;;N;9,35 €;;9,35;;1,00;
;;;;;;Girokonto;S;;N;;-9,35 €;;-9,35;;1,00
01.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;8,77 €;;8,77;;;
;;;;;;Lebensmittel;S;;N;8,77 €;;8,77;;1,00;
;;;;;;Girokonto;S;;N;;-8,77 €;;-8,77;;1,00
01.11.2017;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;20,46 €;;20,46;;;
;;;;;;Lebensmittel;S;;N;20,46 €;;20,46;;1,00;
;;;;;;Girokonto;S;;N;;-20,46 €;;-20,46;;1,00
07.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;21,36 €;;21,36;;;
;;;;;;Lebensmittel;S;;N;21,36 €;;21,36;;1,00;
;;;;;;Girokonto;S;;N;;-21,36 €;;-21,36;;1,00
07.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;7,25 €;;7,25;;;
;;;;;;Lebensmittel;S;;N;7,25 €;;7,25;;1,00;
;;;;;;Girokonto;S;;N;;-7,25 €;;-7,25;;1,00
07.11.2017;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;11,66 €;;11,66;;;
;;;;;;Lebensmittel;S;;N;11,66 €;;11,66;;1,00;
;;;;;;Girokonto;S;;N;;-11,66 €;;-11,66;;1,00
10.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;8,46 €;;8,46;;;
;;;;;;Lebensmittel;S;;N;8,46 €;;8,46;;1,00;
;;;;;;Girokonto;S;;N;;-8,46 €;;-8,46;;1,00
13.11.2017;Lebensmittel;;Aldi;;;Girokonto;T;;N;19,14 €;;19,14;;;
;;;;;;Lebensmittel;S;;N;19,14 €;;19,14;;1,00;
;;;;;;Girokonto;S;;N;;-19,14 €;;-19,14;;1,00
14.11.2017;Lebensmittel;;Penny;;;Girokonto;T;;N;17,91 €;;17,91;;;
;;;;;;Lebensmittel;S;;N;17,91 €;;17,91;;1,00;
